Type;Cote;Disponibilité;Fond;Titre;Auteur;Date;Édition;Tome;Thème général;Thème particulier;Résumé;Recollage
Livre;914 47 SUB;Empruntable;Autre;AU LONG DES PYRÉNÉES;SUBERVILLE Jean - SUBERVILLE Madeleine;1957;1;;Géographie et Histoire;Géographie Sud-Ouest de la France;"Les Éditions de l'École.
« Livre de lecture destiné aux élèves de Cours Moyen. 
Sous la forme de voyage familial, découverte par chapitre, de la chaîne des Pyrénées d'ouest en est : Les Pyrénées - Pays Basque - Béarn - Bigorre - Comminges - Pays de Foix - Roussillon. 
Ouvrage augmenté de nombreuses illustrations en deux couleurs dans le texte, d'une carte de l'itinéraire, de poésies et de partitions. »";
Livre;FL 792 446 The;Empruntable;Autre;LE THÉÂTRE POPULAIRE POITEVIN 1897-1937;Collectif;1997;1;;Arts;Théâtre. Représentation sur scène. Région Poitou-Charente et Limousin;"Catalogue de l'exposition « Le théâtre populaire poitevin » par la bibliothèque municipale de Niort. 
Erick Surget présente le catalogue des représentations, Gérard Guichard évoque l'histoire du T.T.P et répertorie, illustre et commente les pièces majeures de 1898 à 1921.";
Livre;973 1 RIE;Empruntable;Autre;HISTOIRE DU FAR WEST;RIEUPEYROUT Jean-Louis;1967;1;;Géographie et Histoire;Histoire Etats-Unis. découverte, exploration;"Volume de 720 pages en 4 parties.
1 - L'aventure européenne en terre américaine, espagnols, français, anglais, de ses origines à l'achat de la Louisiane (1513-1815). 
2 - Les chemins du Grand Ouest américain (1804-1848) : le pays - l'exploration - l'exploitation économique -l'expansionnisme. 
3 - Le demi-siècle qui conquit l'Ouest 1848-1910) : les événements - les grandes ruées vers l'or et l'argent - les moyens de communications -l 'histoire du bison - Indiens et soldats - les guerres indiennes - l'avance du fermier - histoire du cow boy - outlaws - shérifs et marshals.
4 - Vers la mythologie : fabrique du mythe du cow-boy - l'épanouissement du mythe de l'Ouest. 
Dessins, gravures, cartes, photographies illustrent le texte.";
Livre;352 16 BJA;Empruntable;Autre;RÉPERTOIRE NUMÉRIQUE DE LA SÉRIE O ADMINISTRATION COMMUNALE 1800 - 1940;BJAI Maurice - PAILLE Jocelyne;1995;1;;Sciences Sociales;Municipal;"« Répertoire des collections conservées aux Archives départementales destiné à faire connaître au public la richesse du patrimoine écrit des Deux-Sèvres ; il illustre la politique du Conseil Général pour la mise en valeur de ce patrimoine. Le présent répertoire de la série O rassemble les documents relatifs à l'administration communale entre 1800 et 1940. »";
Livre;FL 944 6 DUF;Empruntable;Local;DE L’ANCIEN POITOU ET DE SA CAPITALE;DUFOUR J.;1826;1;;Géographie et Histoire;Histoire Ouest de la France;"« Mémoires particuliers destinés à servir d’introduction à l’histoire moderne de la province. »
Les différents sujets par chapitre :
- Chapitre I : État civil et politique du Poitou, avant et sous le gouvernement romain. Notices géographiques et historiques sur les peuples de l'ancien Poitou.
- Chapitre II : Recherches géographiques et historiques sur l'itinéraire romain de l'ancienne province de Poitou, sur les voies romaines de Saintes à Tours, d'Argenton au Vieux-Poitiers, de Bourges à Orléans.
- Chapitre III : Topographie historique de la ville de Poitiers, antérieurement au XIVe siècle.";
Livre;FL 944 044 ROL;Empruntable;Local;LES COLONNES INFERNALES Violences et guerre civile en Vendée (1794-1795);ROLLAND-BOULESTREAU Anne;2025;1;;Géographie et Histoire;Terreur 1793-1794;« En janvier 1794, les troupes républicaines du général Turreau sont déployées en Vendée, où la guerre fait rage depuis 1793. Ces colonnes incendient et détruisent les derniers foyers insurrectionnels de la région et consignent un bilan terrible, des dizaines de milliers de morts. Quelles sont les responsabilités de ses hommes, leurs représentations de l'ennemi et de la nation ? A partir de sources jusqu'alors inexploitées Anne Roland-Boulestreau s'intéresse à chaque général, chaque officier pour livrer l'histoire des colonnes infernales et revisiter une tragédie de l'histoire de la Révolution. »;
Livre;FL 364 1 LAV;Empruntable;Local;Dictionnaire des malfaiteurs du Poitou-Aunis-Saintonge du VIe au XXe siècle;LAVALÉE Jean;2003;1;;Sciences Sociales;Criminologie Délits et crimes;Jean Lavallée dresse un inventaire « du banditisme régional où se côtoient sur quinze siècles, le simple voleur de pommes et le régicide, les plus célèbres (Ravaillac, Guillery, Gilles de Rais...) et les plus humbles (Dupont, Julien, Raclet…). Plus de 2500 noms, de coupables comme de victimes sur cinq départements (Charente, Charente-Maritime, Deux-Sèvres, Vendée, Vienne). »;
Livre;FL 944 737 MUN;Empruntable;Local;La salle des Illustres de l’Abbaye-École de Sorèze;MUNIER Marie-Odile;2006;1;;Géographie et Histoire;Histoire Tarn;"« La salle des fêtes édifiée par le Père Lacordaire en 1857 est aujourd’hui la salle des Illustres de l’Abbaye-École de Sorèze. En 1899, le Père Raynal a voulu faire de cette salle le « Panthéon des gloires » de Sorèze.""
L’étude sur la salle des Illustres est destinée à faire connaître l’importance des hommes qui ont écrit l’histoire de l’École. L’auteur retrace la biographie de ceux qui ont servi la Patrie et l’Église : Caffarelli, Douzans, Traversay, Lamy, Nayral de Bourgon, Chambrelent… Environ cinquante « Illustres » ont leur buste, d’autres aussi illustres n’en ont pas, mais les uns et les autres sont devenus de grands hommes.";
Livre;FL 930 1 TRI;Empruntable;Local;SOUTERRAINS DU CENTRE-OUEST;TRIOLET Jérôme - TRIOLET Laurent;1991;1;;Géographie et Histoire;Archéologie;"A l’aide de nombreuses photographies et de plans détaillés, le livre de Jérôme et Laurent Triolet permet de découvrir une vingtaine de souterrains refuges ou annulaires creusés de la main de l’homme :
- en Anjou : La Forge - La Foutelaie - La Cave aux sculptures - Les Caves d’Arceau - Oiré - L’abbaye de Chavais.
- en Poitou : La Motte Bacher - Prinçay - La Saunerie - L’église de Champniers.
- en Touraine : Betz-le-Château - La Cache à Sel - Bourman - La Roche-Clermault.
- en Blésois : Balâtre -Villetard.
- en Berry : La Cave aux fées - Le Fourneau.
Les auteurs présentent ensuite les caractéristiques architecturales des souterrains étudiés : Les systèmes d’aération - Les niches - Les trous à lumière - Les feuillures - Les chatières - Les meurtrières et tous de visée - Les silos - Les anneaux - Les méthodes de creusement .";
Livre;FL 944 044 Dub;Empruntable;Local;Un chanoine dans la Guerre de Vendée;CHATRY Michel;2025;1;;Géographie et Histoire;Terreur 1793-1794;"Notes de l’abbé Dubin de Grandmaison sur les « Mémoires » de la marquise de La Rochejaquelein.
Edition critique établie et présentée par Michel Chatry.
« En 1814 parut la première édition des « Mémoires de la marquise de La Rochejaquelein, écrits par elle-même et rédigés par le baron de Barante... On peut imaginer la surprise de Barante, lorsqu'il reçoit en 1816 pas moins de 19 lettres d'un obscur chanoine, l'abbé Dubin de Grandmaison qui fut aumônier de l'armée vendéenne. Celles-ci sont assorties de copieux commentaires visant des passage des « Mémoires » tout juste parus. D'emblée, Barante les écarte, les jugeant dépourvus du moindre intérêt. Est-ce bien sûr ? Pourquoi alors les avoirs gardés ? Plus de deux siècles après, Michel Chatry nous livre ici, complété de précieuses remarques critiques, ce témoignage inédit qui enrichit notre connaissance de la guerre de Vendée ».";
Livre;944 021 GAU;Empruntable;Autre;LA FRANCE SOUS PHILIPPE-AUGUSTE;GAUTIER Léon;1899;1;;Géographie et Histoire;Capétiens 987-1328;"« La France au XIIe et au XIIIe siècles. Les Institutions et les Mœurs. Les Hommes et les Choses. Histoire politique, littéraire, artistique, scientifique et sociale ». 
Léon Gautier rend compte de : la Royauté - l’Église - la féodalité - la bourgeoisie - les serfs - la famille - la littérature - l’art - la science - la charité - Saint-Louis.";
Livre;B/944 035 LEN;Empruntable;Autre;La Fille de Louis XVI;LENOTRE G;1907;1;;Autobiographie ou Biographie;Autobiographie ou Biographie Louis XVI, 1774-1792;"Mémoires et souvenirs sur la Révolution et l’Empire avec des documents inédits publiés par G. Lenôtre :
- Lettres administratives - Arrêtes législatifs - Courriers personnels - Extraits de registres de délibérations …
- Manuscrit écrit par Marie-Thérèse-Charlotte de France sur la captivité des princes et princesses ses parents, depuis le 10 août 1792 jusqu’à la mort de son frère le 9 juin 1795.
- Documents, lettres, compte-rendu et récit de son échange en Autriche contre des prisonniers français. 
- Recueil de lettres adressées ou faisant référence à Madame Royale, fille de Louis XVI.";
Livre;FL 726 7 GRA;Empruntable;Local;ABBAYE DE BELLEFONTAINE - 1000 ans d'histoire;GRANDAIS Serge;2004;1;;Arts;Edifices religieux Monastères, abbayes, couvents;"Depuis 1000 ans, l'abbaye Notre-Dame de Bellefontaine est habitée par des hommes qui en communauté, consacrent leur vie à Dieu. Située aujourd'hui dans le diocèse d'Angers, le monastère était à l'origine du diocèse du Poitiers, avant d'appartenir à celui de Maillezais en 1317, puis à celui de La Rochelle en 1648 jusqu'à la Révolution. Abbaye bénédictine à l'origine, elle est devenue « cistercienne »par le biais de l'ordre des Feuillants en 1642 jusqu’à la fin du XIXe siècle. Après la Révolution elle devient « trappiste ». 
Au cours des seizes chapitres de cet ouvrage, Serge Grandais fait revivre toutes les étapes de cette histoire, insistant spécialement sur la région des Mauges environnante et sur les personnes qui l'ont marquée.";
Livre;944 87 PON;Empruntable;Autre;HISTOIRE DE LA TERRE PRIVILÉGIÉE ANCIENNEMENT CONNUE PAYS DE KERCORB;PONT Casimir;1974;2;;Géographie et Histoire;Histoire Aude;""" Coup d'œil, notions et détails sur la contrée notamment sur la commune de Rivel, avec un plan du canton de Chalabre et trois gravures sur vélin.""
Parmi les ouvrages couronnés en 1872 par la Société Archéologique du Midi de la France, figure le travail de Casimir Pont intitulé « Histoire de la Terre Privilégiée ». Ce volume de près de 500 pages, renferme des notions historiques générales sur le petit pays de Kercorb et une étude sur le canton de Chalabre et sur la commune de Rivel (Aude).";
Livre;944 081 6 GIU;Empruntable;Autre;Les Ardennais dans la tourmente de la mobilisation à l’évacuation;GIULIANON Gérard - LAMBERT Jacques - ROSTOWSKY Valérie;1990;1;;Géographie et Histoire;3e République 1939-1945;"Les premiers chapitres du livre sont consacrés aux deux années dramatiques, 1939-1940, qui ont profondément marqué la mémoire collective ardennaise : la mobilisation en 1939 et la vie quotidienne pendant la « drôle de guerre », l’invasion en mai 1940, l’évacuation et l’exode, l’installation, le dépaysement et l’adaptation nécessaire pendant le séjour, le retour en 1940.
Dans le dernier chapitre, Jacques Lambert analyse les causes du retour au pays après la capitulation et les moyens utilisés, il cite les témoignages de réfugiés constatant la désolation de la région, et décrit les difficultés et contraintes des ardennais sous l’occupation.";
Livre;944 737 Lav;Empruntable;Autre;LAVAUR - porte du Tarn;Collectif;1995;1;;Géographie et Histoire;Histoire Tarn;"Guide touristique de « Lavaur, porte du Tarn »
 Origine et présence cathare - Les fortifications, le moulin des Terrets, les colombiers, la Halle aux Grains, le pont Saint-Roch, le port, les cadrans solaires polyédriques - L’église Saint-François, la cathédrale Saint-Alain et son grand orgue, l’institut boudhiste Vajra Yogini - Les célébrités : dame Guiraude, le bourgeois Mathieu Séguy, les peintres Subleyras et Etienne Mazas, le psychiatre Philippe Pinel, le mameluck Moïse Zumero, Emmanuel de Las Cases, Auguste vidal, Clément Gontier, Lucien Mengaud.";
Livre;FL 340 55 FIL;Empruntable;Autre;LE VIEUX COUSTUMIER DE POICTOU;FILHOL René;1956;1;I;Sciences Sociales;Droit médieval, droit féodal;« Le vieux coustumier de Poictou » - 1417-? - est la première description de l'ancien droit et de la société du Poitou. René Filhol présente un résumé de l'histoire de ce vieux coutumier. Il « signale le rôle joué par la châtellenie dans l'apparition de la coutume et la place encore importante que conservent les usages locaux dans le dernier état du droit poitevin.»;
